"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=3	Z=4	Z=5	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=43	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=61	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
13895	0.010463	0.00058414	2.6718e-06	1.2903e-06	3.1385e-06	1.6019e-05	3.5101e-06	1.6607e-05	2.3161e-07	2.4615e-06	3.883e-07	3.4873e-06	5.1434e-07	2.8103e-06	7.9506e-08	5.3337e-07	7.8736e-08	1.9063e-07	1.2221e-07	4.3376e-07	6.0962e-08	1.8033e-07	9.4161e-08	2.1637e-07	1.7644e-07	2.2896e-06	1.2517e-08	1.1606e-07	1.5569e-09	2.0148e-09	1.4882e-10	3.2054e-10	2.0377e-11	1.1906e-10	2.2209e-11	6.1819e-11	2.0148e-11	6.6398e-11	1.4882e-11	3.6633e-11	6.6398e-12	1.8546e-11	2.1751e-12	7.0977e-12	3.6633e-12	1.0532e-11	3.4344e-12	9.1583e-12	2.0148e-12	1.0761e-11	2.2667e-12	1.3051e-11	2.5185e-12	6.1819e-12	1.4882e-12	1.534e-11	1.3737e-12	4.1212e-12	9.8452e-13	3.6633e-12	4.3502e-13	4.1212e-12	7.0977e-13	3.2054e-12	8.0135e-13	3.2054e-12	1.2135e-12	2.0148e-12	4.1212e-13	2.0377e-12	2.9765e-13	1.8546e-12	1.6714e-13	1.8546e-12	6.4108e-13	2.7475e-12	1.8088e-12	3.4344e-12	6.4108e-13	1.1219e-12	3.4344e-13	3.2054e-12	1.6714e-13	1.8546e-13
14088.1	0.010115	0.00056421	2.5821e-06	1.2438e-06	3.0215e-06	1.5473e-05	3.3839e-06	1.6051e-05	2.2298e-07	2.3775e-06	3.7431e-07	3.3705e-06	4.9646e-07	2.718e-06	7.6597e-08	5.1552e-07	7.5807e-08	1.8377e-07	1.1762e-07	4.1897e-07	5.8766e-08	1.7372e-07	9.0766e-08	2.087e-07	1.7052e-07	2.2157e-06	1.209e-08	1.1232e-07	1.5067e-09	1.9498e-09	1.4402e-10	3.102e-10	1.972e-11	1.1522e-10	2.1492e-11	5.9823e-11	1.9498e-11	6.4255e-11	1.4402e-11	3.5451e-11	6.4255e-12	1.7947e-11	2.1049e-12	6.8686e-12	3.5451e-12	1.0192e-11	3.3235e-12	8.8627e-12	1.9498e-12	1.0414e-11	2.1935e-12	1.2629e-11	2.4372e-12	5.9823e-12	1.4402e-12	1.4845e-11	1.3294e-12	3.9882e-12	9.5274e-13	3.5451e-12	4.2098e-13	3.9882e-12	6.8686e-13	3.1019e-12	7.7549e-13	3.1019e-12	1.1743e-12	1.9498e-12	3.9882e-13	1.972e-12	2.8804e-13	1.7947e-12	1.6174e-13	1.7947e-12	6.2039e-13	2.6588e-12	1.7504e-12	3.3235e-12	6.2039e-13	1.0857e-12	3.3235e-13	3.1019e-12	1.6174e-13	1.7947e-13
14283.8	0.0097779	0.00054495	2.4953e-06	1.199e-06	2.9088e-06	1.4944e-05	3.262e-06	1.5513e-05	2.1467e-07	2.2954e-06	3.6082e-07	3.2562e-06	4.7919e-07	2.6285e-06	7.3791e-08	4.9825e-07	7.2983e-08	1.7714e-07	1.1324e-07	4.0466e-07	5.6648e-08	1.6734e-07	8.749e-08	2.013e-07	1.6479e-07	2.1441e-06	1.1677e-08	1.0869e-07	1.458e-09	1.8868e-09	1.3937e-10	3.0017e-10	1.9082e-11	1.1149e-10	2.0798e-11	5.789e-11	1.8868e-11	6.2178e-11	1.3937e-11	3.4305e-11	6.2178e-12	1.7367e-11	2.0369e-12	6.6466e-12	3.4305e-12	9.8628e-12	3.2161e-12	8.5763e-12	1.8868e-12	1.0077e-11	2.1226e-12	1.2221e-11	2.3585e-12	5.789e-12	1.3937e-12	1.4365e-11	1.2864e-12	3.8593e-12	9.2195e-13	3.4305e-12	4.0737e-13	3.8593e-12	6.6466e-13	3.0017e-12	7.5043e-13	3.0017e-12	1.1364e-12	1.8868e-12	3.8593e-13	1.9082e-12	2.7873e-13	1.7367e-12	1.5652e-13	1.7367e-12	6.0034e-13	2.5729e-12	1.6938e-12	3.2161e-12	6.0034e-13	1.0506e-12	3.2161e-13	3.0017e-12	1.5652e-13	1.7367e-13
14482.4	0.0094518	0.0005261	2.4113e-06	1.1557e-06	2.8002e-06	1.4428e-05	3.1432e-06	1.4986e-05	2.0665e-07	2.2169e-06	3.478e-07	3.1469e-06	4.6249e-07	2.541e-06	7.1084e-08	4.8135e-07	7.0262e-08	1.7075e-07	1.0902e-07	3.9068e-07	5.4603e-08	1.6119e-07	8.4328e-08	1.9416e-07	1.5925e-07	2.0747e-06	1.1277e-08	1.0518e-07	1.4108e-09	1.8257e-09	1.3486e-10	2.9046e-10	1.8465e-11	1.0788e-10	2.0125e-11	5.6017e-11	1.8257e-11	6.0167e-11	1.3486e-11	3.3195e-11	6.0167e-12	1.6805e-11	1.971e-12	6.4316e-12	3.3195e-12	9.5437e-12	3.1121e-12	8.2988e-12	1.8257e-12	9.7511e-12	2.054e-12	1.1826e-11	2.2822e-12	5.6017e-12	1.3486e-12	1.3901e-11	1.2448e-12	3.7345e-12	8.9213e-13	3.3195e-12	3.942e-13	3.7345e-12	6.4316e-13	2.9046e-12	7.2615e-13	2.9046e-12	1.0996e-12	1.8257e-12	3.7345e-13	1.8465e-12	2.6971e-13	1.6805e-12	1.5145e-13	1.6805e-12	5.8092e-13	2.4897e-12	1.639e-12	3.1121e-12	5.8092e-13	1.0166e-12	3.1121e-13	2.9046e-12	1.5145e-13	1.6805e-13
14683.6	0.0091362	0.0005081	2.3301e-06	1.1139e-06	2.6955e-06	1.3934e-05	3.0298e-06	1.4483e-05	1.9893e-07	2.141e-06	3.3524e-07	3.0411e-06	4.4636e-07	2.4572e-06	6.8474e-08	4.6518e-07	6.7639e-08	1.6458e-07	1.0495e-07	3.7731e-07	5.263e-08	1.5527e-07	8.1277e-08	1.8726e-07	1.5389e-07	2.0075e-06	1.0891e-08	1.0178e-07	1.3651e-09	1.7666e-09	1.3049e-10	2.8105e-10	1.7867e-11	1.0439e-10	1.9473e-11	5.4203e-11	1.7666e-11	5.8218e-11	1.3049e-11	3.212e-11	5.8218e-12	1.6261e-11	1.9071e-12	6.2233e-12	3.212e-12	9.2346e-12	3.0113e-12	8.0301e-12	1.7666e-12	9.4353e-12	1.9874e-12	1.1443e-11	2.2083e-12	5.4203e-12	1.3049e-12	1.345e-11	1.2045e-12	3.6135e-12	8.6323e-13	3.212e-12	3.8143e-13	3.6135e-12	6.2233e-13	2.8105e-12	7.0263e-13	2.8105e-12	1.064e-12	1.7666e-12	3.6135e-13	1.7867e-12	2.6098e-13	1.6261e-12	1.4655e-13	1.6261e-12	5.621e-13	2.409e-12	1.5859e-12	3.0113e-12	5.621e-13	9.8368e-13	3.0113e-13	2.8105e-12	1.4655e-13	1.6261e-13
14887.7	0.0088307	0.00049069	2.2515e-06	1.0736e-06	2.5946e-06	1.3457e-05	2.9204e-06	1.3996e-05	1.9149e-07	2.0677e-06	3.2311e-07	2.9388e-06	4.3078e-07	2.3761e-06	6.5957e-08	4.4955e-07	6.5111e-08	1.5863e-07	1.0102e-07	3.6439e-07	5.0726e-08	1.4955e-07	7.8334e-08	1.806e-07	1.487e-07	1.9424e-06	1.0518e-08	9.8478e-08	1.3208e-09	1.7093e-09	1.2626e-10	2.7194e-10	1.7288e-11	1.0101e-10	1.8841e-11	5.2445e-11	1.7093e-11	5.633e-11	1.2626e-11	3.1079e-11	5.633e-12	1.5734e-11	1.8453e-12	6.0215e-12	3.1079e-12	8.9351e-12	2.9136e-12	7.7697e-12	1.7093e-12	9.1294e-12	1.923e-12	1.1072e-11	2.1367e-12	5.2445e-12	1.2626e-12	1.3014e-11	1.1655e-12	3.4964e-12	8.3524e-13	3.1079e-12	3.6906e-13	3.4964e-12	6.0215e-13	2.7194e-12	6.7985e-13	2.7194e-12	1.0295e-12	1.7093e-12	3.4964e-13	1.7288e-12	2.5251e-13	1.5734e-12	1.418e-13	1.5734e-12	5.4388e-13	2.3309e-12	1.5345e-12	2.9136e-12	5.4388e-13	9.5179e-13	2.9136e-13	2.7194e-12	1.418e-13	1.5734e-13
15094.6	0.0085349	0.00047386	2.1755e-06	1.0347e-06	2.4974e-06	1.2995e-05	2.8148e-06	1.3524e-05	1.8432e-07	1.9967e-06	3.1141e-07	2.8398e-06	4.1572e-07	2.2976e-06	6.353e-08	4.3442e-07	6.2675e-08	1.5289e-07	9.7245e-08	3.5189e-07	4.8889e-08	1.4404e-07	7.5494e-08	1.7417e-07	1.4369e-07	1.8794e-06	1.0157e-08	9.5283e-08	1.278e-09	1.6538e-09	1.2216e-10	2.6311e-10	1.6726e-11	9.7727e-11	1.823e-11	5.0743e-11	1.6538e-11	5.4502e-11	1.2216e-11	3.007e-11	5.4502e-12	1.5223e-11	1.7854e-12	5.826e-12	3.007e-12	8.6451e-12	2.8191e-12	7.5175e-12	1.6538e-12	8.833e-12	1.8606e-12	1.0712e-11	2.0673e-12	5.0743e-12	1.2216e-12	1.2592e-11	1.1276e-12	3.3829e-12	8.0813e-13	3.007e-12	3.5708e-13	3.3829e-12	5.826e-13	2.6311e-12	6.5778e-13	2.6311e-12	9.9607e-13	1.6538e-12	3.3829e-13	1.6726e-12	2.4432e-13	1.5223e-12	1.3719e-13	1.5223e-12	5.2622e-13	2.2552e-12	1.4847e-12	2.8191e-12	5.2622e-13	9.2089e-13	2.8191e-13	2.6311e-12	1.3719e-13	1.5223e-13
15304.4	0.0082487	0.00045759	2.102e-06	9.9724e-07	2.4038e-06	1.2549e-05	2.7129e-06	1.3069e-05	1.7741e-07	1.9282e-06	3.0013e-07	2.7441e-06	4.0118e-07	2.2216e-06	6.119e-08	4.1978e-07	6.0328e-08	1.4735e-07	9.3603e-08	3.3981e-07	4.7116e-08	1.3872e-07	7.2755e-08	1.6796e-07	1.3883e-07	1.8183e-06	9.8075e-09	9.2189e-08	1.2364e-09	1.6001e-09	1.1819e-10	2.5456e-10	1.6183e-11	9.4552e-11	1.7637e-11	4.9094e-11	1.6001e-11	5.2731e-11	1.1819e-11	2.9093e-11	5.2731e-12	1.4728e-11	1.7274e-12	5.6367e-12	2.9093e-12	8.3642e-12	2.7274e-12	7.2732e-12	1.6001e-12	8.546e-12	1.8001e-12	1.0364e-11	2.0001e-12	4.9094e-12	1.1819e-12	1.2183e-11	1.091e-12	3.2729e-12	7.8187e-13	2.9093e-12	3.4548e-13	3.2729e-12	5.6367e-13	2.5456e-12	6.364e-13	2.5456e-12	9.637e-13	1.6001e-12	3.2729e-13	1.6183e-12	2.3638e-13	1.4728e-12	1.3274e-13	1.4728e-12	5.0912e-13	2.182e-12	1.4365e-12	2.7274e-12	5.0912e-13	8.9097e-13	2.7274e-13	2.5456e-12	1.3274e-13	1.4728e-13
15517.1	0.0079717	0.00044186	2.0308e-06	9.6105e-07	2.3135e-06	1.2118e-05	2.6146e-06	1.2628e-05	1.7075e-07	1.8619e-06	2.8924e-07	2.6515e-06	3.8713e-07	2.1481e-06	5.8934e-08	4.0563e-07	5.8066e-08	1.42e-07	9.0094e-08	3.2813e-07	4.5406e-08	1.336e-07	7.0112e-08	1.6197e-07	1.3414e-07	1.7591e-06	9.4701e-09	8.9192e-08	1.1962e-09	1.5481e-09	1.1434e-10	2.4628e-10	1.5656e-11	9.1476e-11	1.7064e-11	4.7497e-11	1.5481e-11	5.1015e-11	1.1434e-11	2.8146e-11	5.1015e-12	1.4249e-11	1.6712e-12	5.4534e-12	2.8146e-12	8.0921e-12	2.6387e-12	7.0366e-12	1.5481e-12	8.268e-12	1.7416e-12	1.0027e-11	1.9351e-12	4.7497e-12	1.1434e-12	1.1786e-11	1.0555e-12	3.1665e-12	7.5643e-13	2.8146e-12	3.3424e-13	3.1665e-12	5.4534e-13	2.4628e-12	6.157e-13	2.4628e-12	9.3235e-13	1.5481e-12	3.1665e-13	1.5656e-12	2.2869e-13	1.4249e-12	1.2842e-13	1.4249e-12	4.9256e-13	2.111e-12	1.3897e-12	2.6387e-12	4.9256e-13	8.6198e-13	2.6387e-13	2.4628e-12	1.2842e-13	1.4249e-13
15732.7	0.0077036	0.00042666	1.9621e-06	9.2613e-07	2.2266e-06	1.1701e-05	2.5197e-06	1.2201e-05	1.6433e-07	1.7978e-06	2.7873e-07	2.5619e-06	3.7355e-07	2.0769e-06	5.6758e-08	3.9193e-07	5.5887e-08	1.3684e-07	8.6712e-08	3.1685e-07	4.3757e-08	1.2866e-07	6.7562e-08	1.5618e-07	1.296e-07	1.7019e-06	9.144e-09	8.629e-08	1.1573e-09	1.4976e-09	1.1062e-10	2.3826e-10	1.5147e-11	8.8497e-11	1.6508e-11	4.595e-11	1.4976e-11	4.9354e-11	1.1062e-11	2.723e-11	4.9354e-12	1.3785e-11	1.6168e-12	5.2758e-12	2.723e-12	7.8286e-12	2.5528e-12	6.8075e-12	1.4976e-12	7.9988e-12	1.6848e-12	9.7006e-12	1.872e-12	4.595e-12	1.1062e-12	1.1402e-11	1.0211e-12	3.0634e-12	7.318e-13	2.723e-12	3.2335e-13	3.0634e-12	5.2758e-13	2.3826e-12	5.9565e-13	2.3826e-12	9.0199e-13	1.4976e-12	3.0634e-13	1.5147e-12	2.2124e-13	1.3785e-12	1.2424e-13	1.3785e-12	4.7652e-13	2.0422e-12	1.3445e-12	2.5528e-12	4.7652e-13	8.3391e-13	2.5528e-13	2.3826e-12	1.2424e-13	1.3785e-13
15951.3	0.0074442	0.00041196	1.8956e-06	8.9245e-07	2.1428e-06	1.1298e-05	2.4282e-06	1.1789e-05	1.5815e-07	1.7359e-06	2.686e-07	2.4752e-06	3.6044e-07	2.0079e-06	5.4661e-08	3.7869e-07	5.3787e-08	1.3187e-07	8.3455e-08	3.0594e-07	4.2165e-08	1.239e-07	6.5103e-08	1.506e-07	1.2521e-07	1.6464e-06	8.8288e-09	8.3479e-08	1.1195e-09	1.4488e-09	1.0701e-10	2.3049e-10	1.4653e-11	8.5612e-11	1.597e-11	4.4452e-11	1.4488e-11	4.7745e-11	1.0701e-11	2.6342e-11	4.7745e-12	1.3336e-11	1.5641e-12	5.1038e-12	2.6342e-12	7.5734e-12	2.4696e-12	6.5855e-12	1.4488e-12	7.738e-12	1.6299e-12	9.3844e-12	1.811e-12	4.4452e-12	1.0701e-12	1.1031e-11	9.8783e-13	2.9635e-12	7.0795e-13	2.6342e-12	3.1281e-13	2.9635e-12	5.1038e-13	2.3049e-12	5.7623e-13	2.3049e-12	8.7258e-13	1.4488e-12	2.9635e-13	1.4653e-12	2.1403e-13	1.3336e-12	1.2019e-13	1.3336e-12	4.6099e-13	1.9757e-12	1.3006e-12	2.4696e-12	4.6099e-13	8.0673e-13	2.4696e-13	2.3049e-12	1.2019e-13	1.3336e-13
16173	0.0071932	0.00039776	1.8312e-06	8.5997e-07	2.0621e-06	1.0908e-05	2.34e-06	1.1389e-05	1.522e-07	1.676e-06	2.5883e-07	2.3914e-06	3.4778e-07	1.9412e-06	5.2639e-08	3.6587e-07	5.1764e-08	1.2707e-07	8.0316e-08	2.9539e-07	4.0631e-08	1.1931e-07	6.2731e-08	1.4521e-07	1.2096e-07	1.5927e-06	8.5242e-09	8.0756e-08	1.083e-09	1.4015e-09	1.0352e-10	2.2297e-10	1.4175e-11	8.2818e-11	1.5449e-11	4.3002e-11	1.4015e-11	4.6187e-11	1.0352e-11	2.5483e-11	4.6187e-12	1.2901e-11	1.513e-12	4.9372e-12	2.5483e-12	7.3262e-12	2.389e-12	6.3706e-12	1.4015e-12	7.4855e-12	1.5767e-12	9.0782e-12	1.7519e-12	4.3002e-12	1.0352e-12	1.0671e-11	9.556e-13	2.8668e-12	6.8484e-13	2.5483e-12	3.0261e-13	2.8668e-12	4.9372e-13	2.2297e-12	5.5743e-13	2.2297e-12	8.4411e-13	1.4015e-12	2.8668e-13	1.4175e-12	2.0705e-13	1.2901e-12	1.1626e-13	1.2901e-12	4.4594e-13	1.9112e-12	1.2582e-12	2.389e-12	4.4594e-13	7.804e-13	2.389e-13	2.2297e-12	1.1626e-13	1.2901e-13
16397.8	0.0069503	0.00038403	1.769e-06	8.2863e-07	1.9844e-06	1.0532e-05	2.2548e-06	1.1004e-05	1.4647e-07	1.6182e-06	2.494e-07	2.3104e-06	3.3555e-07	1.8767e-06	5.069e-08	3.5348e-07	4.9815e-08	1.2244e-07	7.7293e-08	2.852e-07	3.915e-08	1.1489e-07	6.0443e-08	1.4e-07	1.1685e-07	1.5406e-06	8.2297e-09	7.812e-08	1.0476e-09	1.3558e-09	1.0014e-10	2.1569e-10	1.3712e-11	8.0113e-11	1.4944e-11	4.1597e-11	1.3558e-11	4.4678e-11	1.0014e-11	2.465e-11	4.4678e-12	1.2479e-11	1.4636e-12	4.776e-12	2.465e-12	7.0869e-12	2.311e-12	6.1625e-12	1.3558e-12	7.241e-12	1.5252e-12	8.7816e-12	1.6947e-12	4.1597e-12	1.0014e-12	1.0322e-11	9.2438e-13	2.7731e-12	6.6247e-13	2.465e-12	2.9272e-13	2.7731e-12	4.776e-13	2.1569e-12	5.3922e-13	2.1569e-12	8.1654e-13	1.3558e-12	2.7731e-13	1.3712e-12	2.0028e-13	1.2479e-12	1.1247e-13	1.2479e-12	4.3138e-13	1.8488e-12	1.2171e-12	2.311e-12	4.3138e-13	7.5491e-13	2.311e-13	2.1569e-12	1.1247e-13	1.2479e-13
16625.7	0.0067154	0.00037076	1.7089e-06	7.9841e-07	1.9095e-06	1.0168e-05	2.1727e-06	1.063e-05	1.4094e-07	1.5623e-06	2.403e-07	2.232e-06	3.2374e-07	1.8142e-06	4.8811e-08	3.415e-07	4.7938e-08	1.1798e-07	7.438e-08	2.7534e-07	3.7722e-08	1.1062e-07	5.8236e-08	1.3498e-07	1.1288e-07	1.4903e-06	7.9452e-09	7.5567e-08	1.0134e-09	1.3114e-09	9.6867e-11	2.0864e-10	1.3263e-11	7.7493e-11	1.4456e-11	4.0237e-11	1.3114e-11	4.3217e-11	9.6867e-12	2.3844e-11	4.3217e-12	1.2071e-11	1.4157e-12	4.6198e-12	2.3844e-12	6.8552e-12	2.2354e-12	5.961e-12	1.3114e-12	7.0042e-12	1.4754e-12	8.4945e-12	1.6393e-12	4.0237e-12	9.6867e-13	9.9847e-12	8.9415e-13	2.6825e-12	6.4081e-13	2.3844e-12	2.8315e-13	2.6825e-12	4.6198e-13	2.0864e-12	5.2159e-13	2.0864e-12	7.8984e-13	1.3114e-12	2.6825e-13	1.3263e-12	1.9373e-13	1.2071e-12	1.0879e-13	1.2071e-12	4.1727e-13	1.7883e-12	1.1773e-12	2.2354e-12	4.1727e-13	7.3023e-13	2.2354e-13	2.0864e-12	1.0879e-13	1.2071e-13
16856.7	0.0064881	0.00035794	1.6507e-06	7.6926e-07	1.8374e-06	9.8164e-06	2.0935e-06	1.0269e-05	1.3562e-07	1.5082e-06	2.3153e-07	2.1562e-06	3.1233e-07	1.7538e-06	4.7e-08	3.2991e-07	4.613e-08	1.1367e-07	7.1575e-08	2.6582e-07	3.6345e-08	1.0651e-07	5.6108e-08	1.3014e-07	1.0904e-07	1.4415e-06	7.6702e-09	7.3095e-08	9.8021e-10	1.2685e-09	9.3696e-11	2.0181e-10	1.2829e-11	7.4957e-11	1.3982e-11	3.892e-11	1.2685e-11	4.1803e-11	9.3696e-12	2.3064e-11	4.1803e-12	1.1676e-11	1.3694e-12	4.4686e-12	2.3064e-12	6.6308e-12	2.1622e-12	5.7659e-12	1.2685e-12	6.775e-12	1.4271e-12	8.2164e-12	1.5856e-12	3.892e-12	9.3696e-13	9.6579e-12	8.6489e-13	2.5947e-12	6.1984e-13	2.3064e-12	2.7388e-13	2.5947e-12	4.4686e-13	2.0181e-12	5.0452e-13	2.0181e-12	7.6399e-13	1.2685e-12	2.5947e-13	1.2829e-12	1.8739e-13	1.1676e-12	1.0523e-13	1.1676e-12	4.0361e-13	1.7298e-12	1.1388e-12	2.1622e-12	4.0361e-13	7.0633e-13	2.1622e-13	2.0181e-12	1.0523e-13	1.1676e-13
17091	0.0062682	0.00034555	1.5945e-06	7.4114e-07	1.7679e-06	9.4766e-06	2.0171e-06	9.9205e-06	1.305e-07	1.456e-06	2.2307e-07	2.0829e-06	3.0131e-07	1.6953e-06	4.5255e-08	3.187e-07	4.4388e-08	1.0952e-07	6.8872e-08	2.5662e-07	3.5017e-08	1.0255e-07	5.4056e-08	1.2546e-07	1.0533e-07	1.3943e-06	7.4045e-09	7.0702e-08	9.4809e-10	1.2269e-09	9.0627e-11	1.952e-10	1.2409e-11	7.2501e-11	1.3524e-11	3.7645e-11	1.2269e-11	4.0433e-11	9.0627e-12	2.2308e-11	4.0433e-12	1.1293e-11	1.3245e-12	4.3222e-12	2.2308e-12	6.4136e-12	2.0914e-12	5.577e-12	1.2269e-12	6.553e-12	1.3803e-12	7.9473e-12	1.5337e-12	3.7645e-12	9.0627e-13	9.3415e-12	8.3655e-13	2.5097e-12	5.9953e-13	2.2308e-12	2.6491e-13	2.5097e-12	4.3222e-13	1.952e-12	4.8799e-13	1.952e-12	7.3896e-13	1.2269e-12	2.5097e-13	1.2409e-12	1.8125e-13	1.1293e-12	1.0178e-13	1.1293e-12	3.9039e-13	1.6731e-12	1.1015e-12	2.0914e-12	3.9039e-13	6.8319e-13	2.0914e-13	1.952e-12	1.0178e-13	1.1293e-13
17328.5	0.0060555	0.00033357	1.5401e-06	7.1403e-07	1.701e-06	9.1483e-06	1.9434e-06	9.583e-06	1.2556e-07	1.4056e-06	2.1492e-07	2.012e-06	2.9068e-07	1.6387e-06	4.3572e-08	3.0787e-07	4.271e-08	1.0551e-07	6.6269e-08	2.4773e-07	3.3736e-08	9.8734e-08	5.2077e-08	1.2095e-07	1.0174e-07	1.3485e-06	7.1477e-09	6.8385e-08	9.17e-10	1.1867e-09	8.7655e-11	1.8879e-10	1.2002e-11	7.0124e-11	1.3081e-11	3.641e-11	1.1867e-11	3.9107e-11	8.7655e-12	2.1577e-11	3.9107e-12	1.0923e-11	1.2811e-12	4.1804e-12	2.1577e-12	6.2032e-12	2.0228e-12	5.3941e-12	1.1867e-12	6.3381e-12	1.335e-12	7.6866e-12	1.4834e-12	3.641e-12	8.7655e-13	9.0352e-12	8.0912e-13	2.4274e-12	5.7987e-13	2.1577e-12	2.5622e-13	2.4274e-12	4.1804e-13	1.8879e-12	4.7199e-13	1.8879e-12	7.1472e-13	1.1867e-12	2.4274e-13	1.2002e-12	1.7531e-13	1.0923e-12	9.8443e-14	1.0923e-12	3.7759e-13	1.6182e-12	1.0653e-12	2.0228e-12	3.7759e-13	6.6078e-13	2.0228e-13	1.8879e-12	9.8443e-14	1.0923e-13
17569.3	0.0058498	0.00032201	1.4875e-06	6.8789e-07	1.6366e-06	8.831e-06	1.8723e-06	9.2567e-06	1.2081e-07	1.3568e-06	2.0705e-07	1.9435e-06	2.8041e-07	1.584e-06	4.1951e-08	2.9739e-07	4.1095e-08	1.0165e-07	6.3762e-08	2.3914e-07	3.2501e-08	9.5055e-08	5.0169e-08	1.166e-07	9.8268e-08	1.3043e-06	6.8996e-09	6.6142e-08	8.869e-10	1.1478e-09	8.4777e-11	1.826e-10	1.1608e-11	6.7822e-11	1.2651e-11	3.5215e-11	1.1478e-11	3.7824e-11	8.4777e-12	2.0868e-11	3.7824e-12	1.0565e-11	1.2391e-12	4.0432e-12	2.0868e-12	5.9996e-12	1.9564e-12	5.2171e-12	1.1478e-12	6.13e-12	1.2912e-12	7.4343e-12	1.4347e-12	3.5215e-12	8.4777e-13	8.7386e-12	7.8256e-13	2.3477e-12	5.6083e-13	2.0868e-12	2.4781e-13	2.3477e-12	4.0432e-13	1.826e-12	4.5649e-13	1.826e-12	6.9126e-13	1.1478e-12	2.3477e-13	1.1608e-12	1.6955e-13	1.0565e-12	9.5211e-14	1.0565e-12	3.6519e-13	1.5651e-12	1.0304e-12	1.9564e-12	3.6519e-13	6.3909e-13	1.9564e-13	1.826e-12	9.5211e-14	1.0565e-13
17813.5	0.0056508	0.00031083	1.4367e-06	6.6268e-07	1.5746e-06	8.5245e-06	1.8038e-06	8.9413e-06	1.1623e-07	1.3097e-06	1.9947e-07	1.8773e-06	2.7049e-07	1.531e-06	4.0389e-08	2.8726e-07	3.9539e-08	9.7926e-08	6.1348e-08	2.3084e-07	3.131e-08	9.1511e-08	4.8329e-08	1.124e-07	9.4913e-08	1.2614e-06	6.6599e-09	6.397e-08	8.5776e-10	1.11e-09	8.1992e-11	1.766e-10	1.1227e-11	6.5593e-11	1.2236e-11	3.4058e-11	1.11e-11	3.6581e-11	8.1992e-12	2.0183e-11	3.6581e-12	1.0217e-11	1.1983e-12	3.9104e-12	2.0183e-12	5.8025e-12	1.8921e-12	5.0456e-12	1.11e-12	5.9286e-12	1.2488e-12	7.19e-12	1.3876e-12	3.4058e-12	8.1992e-13	8.4515e-12	7.5685e-13	2.2705e-12	5.4241e-13	2.0183e-12	2.3967e-13	2.2705e-12	3.9104e-13	1.766e-12	4.4149e-13	1.766e-12	6.6855e-13	1.11e-12	2.2705e-13	1.1227e-12	1.6398e-13	1.0217e-12	9.2083e-14	1.0217e-12	3.532e-13	1.5137e-12	9.9652e-13	1.8921e-12	3.532e-13	6.1809e-13	1.8921e-13	1.766e-12	9.2083e-14	1.0217e-13
18061.1	0.0054583	0.00030003	1.3876e-06	6.3837e-07	1.5148e-06	8.2283e-06	1.7377e-06	8.6362e-06	1.1182e-07	1.2642e-06	1.9215e-07	1.8132e-06	2.6091e-07	1.4797e-06	3.8883e-08	2.7746e-07	3.804e-08	9.4334e-08	5.9023e-08	2.2282e-07	3.0161e-08	8.8096e-08	4.6555e-08	1.0834e-07	9.1669e-08	1.2199e-06	6.4283e-09	6.1867e-08	8.2955e-10	1.0735e-09	7.9295e-11	1.7079e-10	1.0857e-11	6.3436e-11	1.1833e-11	3.2938e-11	1.0735e-11	3.5378e-11	7.9295e-12	1.9519e-11	3.5378e-12	9.8814e-12	1.1589e-12	3.7818e-12	1.9519e-12	5.6117e-12	1.8299e-12	4.8797e-12	1.0735e-12	5.7337e-12	1.2077e-12	6.9536e-12	1.3419e-12	3.2938e-12	7.9295e-13	8.1735e-12	7.3196e-13	2.1959e-12	5.2457e-13	1.9519e-12	2.3179e-13	2.1959e-12	3.7818e-13	1.7079e-12	4.2697e-13	1.7079e-12	6.4656e-13	1.0735e-12	2.1959e-13	1.0857e-12	1.5859e-13	9.8814e-13	8.9055e-14	9.8814e-13	3.4158e-13	1.4639e-12	9.6374e-13	1.8299e-12	3.4158e-13	5.9776e-13	1.8299e-13	1.7079e-12	8.9055e-14	9.8814e-14
